"","X","pl.p","IBRA","IBRAsub","data.source","collecting.agency","planting","plot","measure.date","lat","long","year.planted","age","establishment","plot.type","planting.width","plot.area","geometry","width","aridity.index","carbon","clay","elevation.relief","elevation","nitrogen","phosphorus","ph","prec.annual","prec.season","prescott","sand","silt","slope","soil.depth","solar.annual","tmax.annual","tmin.annual","TWI","tot.ag.mass","biomass.area","plant.count","density","rare.rich","rare.rich.se","alpha","planting.old"
"1629",1629,"477.3","NSS","NSS01","CSIRO","Lachlan","477","3",2008,-34.6655,148.91,2002,6,"DS","Planting","10 m, <2 m spacing between rows",0.016,"Linear (3 rows, 8 m)",1,0.630071580410004,3.40636777877808,13.8152882258097,35.2481689453125,673,0.142068554957708,0.0313823570807775,4.8933432896932,792,14,0.802726924419403,65.7058588663737,17.6386674245199,2.94538617134094,0.87884384393692,17.6005953743962,19.3416666666667,5.93333333333333,8.42086315155029,747.662128,46728.883,56,3500,8.52839026174185,0.925484633481231,10,"Yas-DS2"
"1630",1630,"478.1","SEH","SEH06","CSIRO","Lachlan","478","1",2008,-34.4926,149.1462,1998,10,"DS","Planting","Variable width",0.0625,"Block",5,0.558157682418823,3.10360383987427,15.4713926315308,52.6249389648438,585,0.139135144650936,0.0262438245117664,5.02326329549154,715,12,0.749500811100006,59.8120803833008,15.9619900385539,4.00247859954834,0.852597534656525,17.8032927527758,19.95,6.44166666666667,10.4176740646362,1849.700552,29595.208832,200,3200,12.6483351874612,1.25720329057772,17,"Yas-DS3"
"1631",1631,"478.2","SEH","SEH06","CSIRO","Lachlan","478","2",2008,-34.4926,149.1462,1998,10,"DS","Planting","Variable width",0.05,"Block",5,0.558157682418823,3.10360383987427,15.4713926315308,52.6249389648438,585,0.139135144650936,0.0262438245117664,5.02326329549154,715,12,0.749500811100006,59.8120803833008,15.9619900385539,4.00247859954834,0.852597534656525,17.8032927527758,19.95,6.44166666666667,10.4176740646362,1620.794814,32415.89628,215,4300,13.2256968554487,1.41346092872788,18,"Yas-DS3"
"1632",1632,"478.3","SEH","SEH06","CSIRO","Lachlan","478","3",2008,-34.4926,149.1462,1998,10,"DS","Planting","Variable width",0.05,"Block",5,0.558157682418823,3.10360383987427,15.4713926315308,52.6249389648438,585,0.139135144650936,0.0262438245117664,5.02326329549154,715,12,0.749500811100006,59.8120803833008,15.9619900385539,4.00247859954834,0.852597534656525,17.8032927527758,19.95,6.44166666666667,10.4176740646362,3314.723245,66294.4649,240,4800,12.9846583569791,1.55853754128925,20,"Yas-DS3"
"1633",1633,"479.1","SEH","SEH06","CSIRO","Lachlan","479","1",2008,-34.7964,149.1545,2000,8,"DS","Planting","~2.5 m spacing between rows",0.04,"Block",5,0.569389402866364,3.17219495773315,18.902458190918,19.3245849609375,623,0.123468525707722,0.0263702757656574,4.78131786982218,718,12,0.71383148431778,61.0920155843099,15.4200871785482,2.32571506500244,0.822455704212189,18.3945876628373,19.6416666666667,6.31666666666667,6.60800170898438,1477.659797,36941.494925,86,2150,10.2783071779525,1.13418191629265,13,"Yas-DS4"
"1634",1634,"479.2","SEH","SEH06","CSIRO","Lachlan","479","2",2008,-34.7964,149.1545,2000,8,"DS","Planting","~2.5 m spacing between rows",0.04,"Block",5,0.569389402866364,3.17219495773315,18.902458190918,19.3245849609375,623,0.123468525707722,0.0263702757656574,4.78131786982218,718,12,0.71383148431778,61.0920155843099,15.4200871785482,2.32571506500244,0.822455704212189,18.3945876628373,19.6416666666667,6.31666666666667,6.60800170898438,2105.347355,52633.683875,226,5650,10.7544889643362,1.49625853096939,19,"Yas-DS4"
"1635",1635,"479.3","SEH","SEH06","CSIRO","Lachlan","479","3",2008,-34.7964,149.1545,2000,8,"DS","Planting","~2.5 m spacing between rows",0.04,"Block",5,0.569389402866364,3.17219495773315,18.902458190918,19.3245849609375,623,0.123468525707722,0.0263702757656574,4.78131786982218,718,12,0.71383148431778,61.0920155843099,15.4200871785482,2.32571506500244,0.822455704212189,18.3945876628373,19.6416666666667,6.31666666666667,6.60800170898438,1850.873522,46271.83805,87,2175,7.99352903763465,1.20978169206991,12,"Yas-DS4"
"1636",1636,"480.1","SEH","SEH06","CSIRO","Lachlan","480","1",2010,-34.5833,149.2417,1986,24,"TS","Planting","4 m",0.075,"Block",5,0.623387098312378,3.68512392044067,16.7343117396037,51.5677490234375,697,0.14338010797898,0.0278089108566443,4.73474311828613,773,13,0.758428275585175,62.1736679077148,18.7682361602783,2.94895768165588,0.812557101249695,17.4882484421117,19.0583333333333,5.91666666666667,7.16883516311646,11027.335838,147031.144506667,42,560,6.1236891859485,0.771270310560083,7,"Yas-TS1"
"1637",1637,"480.2","SEH","SEH06","CSIRO","Lachlan","480","2",2010,-34.5833,149.2417,1986,24,"TS","Planting","4 m",0.075,"Block",5,0.623387098312378,3.68512392044067,16.7343117396037,51.5677490234375,697,0.14338010797898,0.0278089108566443,4.73474311828613,773,13,0.758428275585175,62.1736679077148,18.7682361602783,2.94895768165588,0.812557101249695,17.4882484421117,19.0583333333333,5.91666666666667,7.16883516311646,8240.539174,109873.855653333,44,586.666666666667,5.48205538080751,0.616239155919813,6,"Yas-TS1"
"1638",1638,"480.3","SEH","SEH06","CSIRO","Lachlan","480","3",2010,-34.5833,149.2417,1986,24,"TS","Planting","4 m",0.075,"Block",5,0.623387098312378,3.68512392044067,16.7343117396037,51.5677490234375,697,0.14338010797898,0.0278089108566443,4.73474311828613,773,13,0.758428275585175,62.1736679077148,18.7682361602783,2.94895768165588,0.812557101249695,17.4882484421117,19.0583333333333,5.91666666666667,7.16883516311646,8259.366873,110124.89164,31,413.333333333333,4.96774193548387,0.176684695969408,5,"Yas-TS1"
"1639",1639,"481.1","SEH","SEH06","CSIRO","Lachlan","481","1",2008,-34.7877,149.1436,1984,24,"TS","Planting","200 m wide, ~4 m spacing between rows",0.09,"Block",5,0.564873397350311,3.11194705963135,16.4995670318604,38.3588256835938,594,0.137010941902796,0.0337184270222982,4.95799779891968,714,13,0.740489304065704,58.0637664794922,16.874480565389,4.91869068145752,0.825540959835052,17.4556301204705,19.7166666666667,6.39166666666667,8.50182723999023,9607.555106,106750.612288889,37,411.111111111111,10.1795508744038,0.774125234472913,11,"Yas-TS2"
"1640",1640,"481.2","SEH","SEH06","CSIRO","Lachlan","481","2",2008,-34.7877,149.1436,1984,24,"TS","Planting","200 m wide, ~4 m spacing between rows",0.09,"Block",5,0.564873397350311,3.11194705963135,16.4995670318604,38.3588256835938,594,0.137010941902796,0.0337184270222982,4.95799779891968,714,13,0.740489304065704,58.0637664794922,16.874480565389,4.91869068145752,0.825540959835052,17.4556301204705,19.7166666666667,6.39166666666667,8.50182723999023,10183.190162,113146.557355556,37,411.111111111111,10.3907807237978,0.679304922085504,11,"Yas-TS2"
"1641",1641,"481.3","SEH","SEH06","CSIRO","Lachlan","481","3",2008,-34.7877,149.1436,1984,24,"TS","Planting","200 m wide, ~4 m spacing between rows",0.09,"Block",5,0.564873397350311,3.11194705963135,16.4995670318604,38.3588256835938,594,0.137010941902796,0.0337184270222982,4.95799779891968,714,13,0.740489304065704,58.0637664794922,16.874480565389,4.91869068145752,0.825540959835052,17.4556301204705,19.7166666666667,6.39166666666667,8.50182723999023,7953.216541,88369.0726777778,31,344.444444444444,12.7741935483871,0.418112303123088,13,"Yas-TS2"
"1642",1642,"482.1","NSS","NSS01","CSIRO","Lachlan","482","1",2008,-34.3123,148.4821,1998,10,"DS","Planting","12.5 m wide, 2.5 m spacing between rows",0.025,"Linear (2-3 rows, 13 m)",2,0.49635037779808,3.09182906150818,26.0134677886963,17.2625732421875,435,0.139927039543788,0.0363935256997744,5.21344661712646,680,12,0.646522223949432,61.9811414082845,14.2460527420044,3.47685647010803,1.04024982452393,18.7134499080316,21.5083333333333,7.325,8.73646354675293,1943.385596,77735.42384,43,1720,12.7795453474022,0.889070585976513,14,"You-DS1"
"1643",1643,"482.2","NSS","NSS01","CSIRO","Lachlan","482","2",2008,-34.3123,148.4821,1998,10,"DS","Planting","12.5 m wide, 2.5 m spacing between rows",0.025,"Linear (2-3 rows, 13 m)",2,0.49635037779808,3.09182906150818,26.0134677886963,17.2625732421875,435,0.139927039543788,0.0363935256997744,5.21344661712646,680,12,0.646522223949432,61.9811414082845,14.2460527420044,3.47685647010803,1.04024982452393,18.7134499080316,21.5083333333333,7.325,8.73646354675293,1944.20741,77768.2964,59,2360,10.6903755646485,1.07020056013311,13,"You-DS1"
"1644",1644,"482.3","NSS","NSS01","CSIRO","Lachlan","482","3",2008,-34.3123,148.4821,1998,10,"DS","Planting","12.5 m wide, 2.5 m spacing between rows",0.025,"Linear (2-3 rows, 13 m)",2,0.49635037779808,3.09182906150818,26.0134677886963,17.2625732421875,435,0.139927039543788,0.0363935256997744,5.21344661712646,680,12,0.646522223949432,61.9811414082845,14.2460527420044,3.47685647010803,1.04024982452393,18.7134499080316,21.5083333333333,7.325,8.73646354675293,1762.857276,70514.29104,69,2760,12.1286925023669,1.52866431869295,18,"You-DS1"
"1645",1645,"483.1","NSS","NSS01","CSIRO","Lachlan","483","1",2008,-34.3169,148.473,2000,8,"DS","Planting","10 m, <2 m spacing between rows",0.025,"Linear (2-3 rows, 10 m)",1,0.493090897798538,3.26687335968018,25.8575433095296,25.6346130371094,434,0.153663069009781,0.038270890712738,5.25217119852702,678,12,0.658973932266235,61.906867980957,15.0385758082072,2.47661757469177,1.08941090106964,18.2832837308015,21.6083333333333,7.4,9.40056610107422,2221.109222,88844.36888,67,2680,10.3447545492168,1.17616031527927,13,"You-DS2"
"1646",1646,"483.2","NSS","NSS01","CSIRO","Lachlan","483","2",2008,-34.3169,148.473,2000,8,"DS","Planting","10 m, <2 m spacing between rows",0.025,"Linear (2-3 rows, 10 m)",1,0.493090897798538,3.26687335968018,25.8575433095296,25.6346130371094,434,0.153663069009781,0.038270890712738,5.25217119852702,678,12,0.658973932266235,61.906867980957,15.0385758082072,2.47661757469177,1.08941090106964,18.2832837308015,21.6083333333333,7.4,9.40056610107422,1385.023998,55400.95992,54,2160,8.74258029935366,0.863521999032497,10,"You-DS2"
"1647",1647,"483.3","NSS","NSS01","CSIRO","Lachlan","483","3",2008,-34.3169,148.473,2000,8,"DS","Planting","10 m, <2 m spacing between rows",0.025,"Linear (2-3 rows, 10 m)",1,0.493090897798538,3.26687335968018,25.8575433095296,25.6346130371094,434,0.153663069009781,0.038270890712738,5.25217119852702,678,12,0.658973932266235,61.906867980957,15.0385758082072,2.47661757469177,1.08941090106964,18.2832837308015,21.6083333333333,7.4,9.40056610107422,1849.991768,73999.67072,69,2760,8.88925523529459,1.03414267933114,11,"You-DS2"
"1648",1648,"484.1","NSS","NSS01","CSIRO","Lachlan","484","1",2008,-34.1765,148.3924,2003,5,"TS","Planting","5 m between rows",0.09,"Block",5,0.475433528423309,2.79069471359253,20.6735712687174,33.447509765625,440,0.112895225485166,0.0264480498929818,5.21184412638346,658,13,0.63967889547348,54.9887657165527,12.7123883565267,4.90904426574707,0.813226103782654,18.634208741223,21.8666666666667,7.73333333333333,5.95979595184326,2193.514467,24372.3829666667,27,300,3,0,3,"You-TS1"
"1649",1649,"484.2","NSS","NSS01","CSIRO","Lachlan","484","2",2008,-34.1765,148.3924,2003,5,"TS","Planting","5 m between rows",0.09,"Block",5,0.475433528423309,2.79069471359253,20.6735712687174,33.447509765625,440,0.112895225485166,0.0264480498929818,5.21184412638346,658,13,0.63967889547348,54.9887657165527,12.7123883565267,4.90904426574707,0.813226103782654,18.634208741223,21.8666666666667,7.73333333333333,5.95979595184326,1794.664282,19940.7142444444,35,388.888888888889,3.85714285714286,0.349927106111882,4,"You-TS1"
"1650",1650,"484.3","NSS","NSS01","CSIRO","Lachlan","484","3",2008,-34.1765,148.3924,2003,5,"TS","Planting","5 m between rows",0.09,"Block",5,0.475433528423309,2.79069471359253,20.6735712687174,33.447509765625,440,0.112895225485166,0.0264480498929818,5.21184412638346,658,13,0.63967889547348,54.9887657165527,12.7123883565267,4.90904426574707,0.813226103782654,18.634208741223,21.8666666666667,7.73333333333333,5.95979595184326,1558.542077,17317.1341888889,35,388.888888888889,3,0,3,"You-TS1"
"1651",1651,"485.1","NSS","NSS01","CSIRO","Lachlan","485","1",2008,-34.1703,148.3854,2002,6,"TS","Planting","irregular, following contour ~6 m",0.16,"Block",5,0.487627357244492,2.88921284675598,22.2821318308512,49.3619995117188,459,0.129949773351351,0.0321992368747791,5.18734343846639,670,14,0.630237996578217,58.1500498453776,13.4973157246908,4.52810096740723,0.856343448162079,19.059714328241,21.7,7.61666666666667,7.91827392578125,1374.687257,8591.79535625,31,193.75,8,0,8,"You-TS2"
"1652",1652,"485.2","NSS","NSS01","CSIRO","Lachlan","485","2",2008,-34.1703,148.3854,2002,6,"TS","Planting","irregular, following contour ~6 m",0.16,"Block",5,0.487627357244492,2.88921284675598,22.2821318308512,49.3619995117188,459,0.129949773351351,0.0321992368747791,5.18734343846639,670,14,0.630237996578217,58.1500498453776,13.4973157246908,4.52810096740723,0.856343448162079,19.059714328241,21.7,7.61666666666667,7.91827392578125,2041.384436,12758.652725,46,287.5,8.67319374912657,0.914392801876112,10,"You-TS2"
"1653",1653,"485.3","NSS","NSS01","CSIRO","Lachlan","485","3",2008,-34.1703,148.3854,2002,6,"TS","Planting","irregular, following contour ~6 m",0.16,"Block",5,0.487627357244492,2.88921284675598,22.2821318308512,49.3619995117188,459,0.129949773351351,0.0321992368747791,5.18734343846639,670,14,0.630237996578217,58.1500498453776,13.4973157246908,4.52810096740723,0.856343448162079,19.059714328241,21.7,7.61666666666667,7.91827392578125,1620.308163,10126.92601875,36,225,7.64234733482836,0.537298932572111,8,"You-TS2"
"1654",1654,"486.1","NSS","NSS01","CSIRO","Lachlan","486","1",2008,-34.1824,148.3909,2003,5,"TS","Planting","5m irregular due to very rocky ground in places",0.09,NA,NA,0.496355682611465,3.05943155288696,22.0330479939779,33.8206481933594,439,0.148475940028826,0.0330681061993043,5.10354741414388,681,14,0.658010900020599,61.0928471883138,14.1675132115682,3.3910448551178,0.94559645652771,18.4602524260938,21.6083333333333,7.51666666666667,9.03186988830566,1588.596079,17651.0675444444,26,288.888888888889,6,0,6,"You-TS3"
"1655",1655,"486.2","NSS","NSS01","CSIRO","Lachlan","486","2",2008,-34.1824,148.3909,2003,5,"TS","Planting","5m irregular due to very rocky ground in places",0.09,NA,NA,0.496355682611465,3.05943155288696,22.0330479939779,33.8206481933594,439,0.148475940028826,0.0330681061993043,5.10354741414388,681,14,0.658010900020599,61.0928471883138,14.1675132115682,3.3910448551178,0.94559645652771,18.4602524260938,21.6083333333333,7.51666666666667,9.03186988830566,588.874508,6543.05008888889,22,244.444444444444,7,0,7,"You-TS3"
"1656",1656,"486.3","NSS","NSS01","CSIRO","Lachlan","486","3",2008,-34.1824,148.3909,2003,5,"TS","Planting","5m irregular due to very rocky ground in places",0.09,NA,NA,0.496355682611465,3.05943155288696,22.0330479939779,33.8206481933594,439,0.148475940028826,0.0330681061993043,5.10354741414388,681,14,0.658010900020599,61.0928471883138,14.1675132115682,3.3910448551178,0.94559645652771,18.4602524260938,21.6083333333333,7.51666666666667,9.03186988830566,1317.040854,14633.7872666667,25,277.777777777778,5,0,5,"You-TS3"
"1657",1657,"487.1","NSS","NSS01","CSIRO","Lachlan","487","1",2008,-34.3471,148.4667,2001,7,"TS","Planting","2.5 m spacing between rows",0.04,NA,NA,0.502932548522949,3.3678674697876,23.9798628489176,33.5751037597656,469,0.166204996407032,0.0362763262043397,5.06462208429972,686,12,0.652694046497345,63.9279899597168,16.0136671066284,2.15989208221436,0.973511934280396,18.5961030395581,21.3916666666667,7.23333333333333,8.49862289428711,1520.70225,38017.55625,36,900,12.3515247007894,0.694790493506234,13,"You-TS4"
"1658",1658,"487.2","NSS","NSS01","CSIRO","Lachlan","487","2",2008,-34.3471,148.4667,2001,7,"TS","Planting","2.5 m spacing between rows",0.04,NA,NA,0.502932548522949,3.3678674697876,23.9798628489176,33.5751037597656,469,0.166204996407032,0.0362763262043397,5.06462208429972,686,12,0.652694046497345,63.9279899597168,16.0136671066284,2.15989208221436,0.973511934280396,18.5961030395581,21.3916666666667,7.23333333333333,8.49862289428711,1227.153011,30678.825275,34,850,11.5066629291013,0.624004142873409,12,"You-TS4"
"1659",1659,"487.3","NSS","NSS01","CSIRO","Lachlan","487","3",2008,-34.3471,148.4667,2001,7,"TS","Planting","2.5 m spacing between rows",0.04,NA,NA,0.502932548522949,3.3678674697876,23.9798628489176,33.5751037597656,469,0.166204996407032,0.0362763262043397,5.06462208429972,686,12,0.652694046497345,63.9279899597168,16.0136671066284,2.15989208221436,0.973511934280396,18.5961030395581,21.3916666666667,7.23333333333333,8.49862289428711,1053.06746,26326.6865,39,975,12.8624061069881,0.877081132663011,14,"You-TS4"
"1660",1660,"488.1","NSS","NSS01","CSIRO","Lachlan","488","1",2008,-34.3191,148.4782,1989,19,"TS","Planting","5m",0.16,"Block",5,0.501461982727051,2.786865234375,20.0884246826172,20.1141662597656,447,0.139767443140348,0.0293765751024087,5.16898743311564,686,12,0.647217690944672,59.9033699035645,16.8787701924642,2.16758060455322,0.966560125350952,18.4483028933194,21.45,7.30833333333333,7.43339776992798,10006.345196,62539.657475,60,375,10.3427836452854,0.964157138479622,12,"You-TS5"
"1661",1661,"488.2","NSS","NSS01","CSIRO","Lachlan","488","2",2008,-34.3191,148.4782,1989,19,"TS","Planting","5m",0.09,"Block",5,0.501461982727051,2.786865234375,20.0884246826172,20.1141662597656,447,0.139767443140348,0.0293765751024087,5.16898743311564,686,12,0.647217690944672,59.9033699035645,16.8787701924642,2.16758060455322,0.966560125350952,18.4483028933194,21.45,7.30833333333333,7.43339776992798,4701.671635,52240.7959444444,35,388.888888888889,9.94480211439414,0.229737856881943,10,"You-TS5"
"1662",1662,"488.3","NSS","NSS01","CSIRO","Lachlan","488","3",2008,-34.3191,148.4782,1989,19,"TS","Planting","5m",0.09,"Block",5,0.501461982727051,2.786865234375,20.0884246826172,20.1141662597656,447,0.139767443140348,0.0293765751024087,5.16898743311564,686,12,0.647217690944672,59.9033699035645,16.8787701924642,2.16758060455322,0.966560125350952,18.4483028933194,21.45,7.30833333333333,7.43339776992798,3356.537386,37294.8598444444,33,366.666666666667,11.4486803519062,0.64808969492178,12,"You-TS5"
"1663",1663,"489.1","NSS","NSS01","CSIRO","Lachlan","489","1",2008,-34.2897,148.6008,1987,21,"TS","Planting","4 rows",0.048,"Linear (4 rows, 12 m)",2,0.58428680896759,2.86568927764893,18.2264095942179,10.7779541015625,619,0.119071424007416,0.0316279033819834,5.10756953557332,766,13,0.689882278442383,66.5005060831706,19.3257643381755,0.616937220096588,0.94316953420639,18.8682379882769,20.2583333333333,6.45833333333333,9.63668346405029,3907.999587,81416.6580625,26,541.666666666667,6,0,6,"You-TS6"
"1664",1664,"489.2","NSS","NSS01","CSIRO","Lachlan","489","2",2008,-34.2897,148.6008,1987,21,"TS","Planting","4 rows",0.048,"Linear (4 rows, 12 m)",2,0.58428680896759,2.86568927764893,18.2264095942179,10.7779541015625,619,0.119071424007416,0.0316279033819834,5.10756953557332,766,13,0.689882278442383,66.5005060831706,19.3257643381755,0.616937220096588,0.94316953420639,18.8682379882769,20.2583333333333,6.45833333333333,9.63668346405029,6291.018302,131062.881291667,31,645.833333333333,7.93548387096774,0.245670100189158,8,"You-TS6"
"1665",1665,"489.3","NSS","NSS01","CSIRO","Lachlan","489","3",2008,-34.2897,148.6008,1987,21,"TS","Planting","4 rows",0.048,"Linear (4 rows, 12 m)",2,0.58428680896759,2.86568927764893,18.2264095942179,10.7779541015625,619,0.119071424007416,0.0316279033819834,5.10756953557332,766,13,0.689882278442383,66.5005060831706,19.3257643381755,0.616937220096588,0.94316953420639,18.8682379882769,20.2583333333333,6.45833333333333,9.63668346405029,4579.187363,95399.7367291667,32,666.666666666667,8.93346774193548,0.249210185789732,9,"You-TS6"
